"Aircraft Name","Company Name","Contact Number",url
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5808/2019-cirrus-sr22t
"2019 Cirrus SR22 G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5882/2019-cirrus-sr22
"2019 Bombardier Challenger 650",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5903/2019-bombardier-challenger-650
"2019 Embraer Phenom 300E",SOLJETS,"""+1 847.920.7000""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6295/2019-embraer-phenom-300e
"2019 Bombardier Challenger 350",JetHQ,"""8583979773""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6336/2019-bombardier-challenger-350
"2019 Cirrus SR22 G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6349/2019-cirrus-sr22
"2019 Beechcraft King Air 350iER","Textron Aviation","""""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6357/2019-beechcraft-king-air-350i
"2019 Cessna Citation XLS+","Opus Aero","""+33 (0) 607 939 536""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6363/2019-cessna-citation-xls
"2019 Cirrus SR22T","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6389/2019-cirrus-sr22t
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6398/2019-cirrus-sr22t
"2019 Gulfstream G650ER","Avpro, Inc.","""410-573-1515, 443-994-0533""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6137/2019-gulfstream-g650er
"2019 Embraer Praetor 500","Southern Cross Aircraft, LLC","""9543770303, 954-224-5089""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6154/2019-embraer-praetor-500
"2019 Cessna Citation M2",JETAVIVA,"""608-770-7728""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6186/2019-cessna-citation-m2
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""1-888-566-3686, 1-630-487-1480""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6194/2019-cirrus-sr22t
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6215/2019-cirrus-sr22t
"2019 Bombardier Global 7500","Essex Aviation Group, Inc.","""12017363060, +1 201.736.3060""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6232/2019-bombardier-global-7500
"2019 Pilatus PC-24","Southern Cross Aircraft, LLC","""9543770303, 954-224-5089""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6235/2019-pilatus-pc-24
"2019 Embraer Praetor 600","Guardian Jet, LLC","""203-453-0800, 203-843-3684""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6274/2019-embraer-praetor-600
"2019 Cirrus SR22 G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6276/2019-cirrus-sr22
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5937/2019-cirrus-sr22t
"2019 Cirrus Vision Jet G2","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5948/2019-cirrus-vision-jet
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6007/2019-cirrus-sr22t
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6009/2019-cirrus-sr22t
"2019 Cirrus SR20 G6","Lone Mountain Aircraft","""1-888-566-3686, 1-828-315-0044""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6024/2019-cirrus-sr20
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""1-888-566-3686, 1-630-487-1480""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6060/2019-cirrus-sr22t
"2019 Beechcraft King Air C90GTx",Jetcraft,"""+1 919.941.8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6085/2019-beechcraft-king-air-c90gt
"2019 Cessna Citation CJ4","Textron Aviation","""49.211.454.97370, 49.211.454.97370""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6114/2019-cessna-citation-cj4
"2019 Beechcraft King Air 350i","Textron Aviation","""316.517.2397, 316.708.5375""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5073/2019-beechcraft-king-air-350i
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5275/2019-cirrus-sr22t
"2019 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5316/2019-cirrus-sr22t
"2020 Cessna Citation M2","Dallas Jet International","""+1 817.991.1204""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4558/2020-cessna-citation-m2
"2020 Cirrus SR22T","Lone Mountain Aircraft","""+1 937.689.6586""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4595/2020-cirrus-sr22t
"2020 Dassault Falcon 2000LXS","Guardian Jet, LLC","""203-453-0800, 203-915-8414""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5406/2020-dassault-falcon-2000lxs
"2020 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6151/2020-cirrus-sr22t
"2020 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6160/2020-cirrus-sr22t
"2020 Cirrus Vision Jet G2","Lone Mountain Aircraft","""+1 937.689.6586""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6167/2020-cirrus-vision-jet
"2020 Pilatus PC-12/47E NGX","CFS Jets","""704-359-0007, 865-591-2104""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6174/2020-pilatus-pc-12
"2020 Bombardier Global 7500",JetTransactions,"""805-484-6605""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5594/2020-bombardier-global-7500
"2020 Bombardier Challenger 350",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5620/2020-bombardier-challenger-350
"2020 Cessna Citation Longitude","Avpro, Inc.","""410.573.1515, 410.573.1515""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5779/2020-cessna-citation-longitude
"2020 Beechcraft King Air 350C","Holstein Aviation, Inc","""317-815-9403, 316-841-5833""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5838/2020-beechcraft-king-air-350
"2020 Cessna Citation CJ4","Elliott Jets","""952-944-1200, 612-787-5676""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5883/2020-cessna-citation-cj4
"2020 Piper M350","Skytech, Inc","""+1 410.876.0353, +1 401.363.5007""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6282/2020-piper-m350
"2020 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6328/2020-cirrus-sr22t
"2020 Cirrus SR22 G6","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6352/2020-cirrus-sr22
"2020 Daher-Socata TBM 940","Elliott Jets","""515-285-6555, 515-865-2790""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6395/2020-daher-socata-tbm-940
"2020 Cessna Citation CJ4","Lone Mountain Aircraft","""1-888-566-3686, 1-630-414-1293""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5919/2020-cessna-citation-cj4
"2020 Gulfstream G650ER","Jeteffect, Inc.","""562-989-8800, 562-756-4378""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5941/2020-gulfstream-g650er
"2020 Daher-Socata TBM 940","Lone Mountain Aircraft","""1-888-566-3686, 1-630-487-1480""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6082/2020-daher-socata-tbm-940
"2020 Embraer Phenom 100EV","Leading Edge Aviation Solutions, LLC","""8036006404""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6089/2020-embraer-phenom-100ev
"2020 Cirrus Vision Jet G2","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6105/2020-cirrus-vision-jet
"2021 Bell 505 Jet Ranger X","CFS Jets","""704-359-0007, 386-316-4010""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5940/2021-bell-505-jet-ranger-x
"2021 Cessna Citation CJ4GEN2","Textron Aviation","""203-724-7584""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5949/2021-cessna-citation-cj4
"2021 Honda Hondajet Elite S","Honda Aircraft Company","""336-814-7283""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5960/2021-honda-hondajet-elite-s
"2021 Cirrus SR22 GTS","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5995/2021-cirrus-sr22-gts
"2021 Cirrus Vision Jet","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6015/2021-cirrus-vision-jet
"2021 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6032/2021-cirrus-sr22t
"2021 Gulfstream G650ER",OGARAJETS,"""404-229-4595, 404-229-4595""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6041/2021-gulfstream-g650er
"2021 Cirrus SR22T","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6048/2021-cirrus-sr22t
"2021 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6062/2021-cirrus-sr22t
"2021 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6108/2021-cirrus-sr22t
"2021 Beechcraft King Air 360","JBA Aviation, Inc.","""(918) 834-9100, (918) 630-4548""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5590/2021-beechcraft-king-air-360
"2021 Gulfstream G600",Jetcraft,"""+1 919.941.8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5785/2021-gulfstream-g600
"2021 Cirrus SR22 G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5796/2021-cirrus-sr22
"2021 Dassault Falcon 8X",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4561/2021-dassault-falcon-8x
"2021 Gulfstream G600","Guardian Jet, LLC","""203-453-0800""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5087/2021-gulfstream-g600
"2021 Airbus Helicopter H145","Avpro, Inc.","""410.573.1515, 410.573.1515""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5146/2021-airbus-helicopter-h145
"2021 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6140/2021-cirrus-sr22t
"2021 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6156/2021-cirrus-sr22t
"2021 Bombardier Learjet 75Liberty","Leading Edge Aviation Solutions, LLC","""8036006404""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6171/2021-bombardier-learjet-75
"2021 Cirrus SR20 G6","Lone Mountain Aircraft","""1-888-566-3686, 1-630-487-1480""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6193/2021-cirrus-sr20
"2021 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6226/2021-cirrus-sr22t
"2021 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6229/2021-cirrus-sr22t
"2021 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6238/2021-cirrus-sr22t
"2021 Bombardier Global 6500","Guardian Jet, LLC","""203-453-0800, 203-915-4427""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6246/2021-bombardier-global-6500
"2021 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""1-888-566-3686, 1-828-315-0044""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6262/2021-cirrus-sr22t
"2021 Cirrus SR20 G6","Lone Mountain Aircraft","""1-888-566-3686, 1-630-487-1480""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6289/2021-cirrus-sr20
"2021 Cirrus SR20 G6","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6293/2021-cirrus-sr20
"2021 Cirrus SR22 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6300/2021-cirrus-sr22-gts
"2021 Cessna Citation CJ3+","General Aviation Services, LLC","""+1 847.726.5000""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6314/2021-cessna-citation-cj3
"2021 Bombardier Global 7500","CFS Jets","""704-359-0007, 704-363-8357""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6348/2021-bombardier-global-7500
"2021 Cirrus SR20 G6","Lone Mountain Aircraft","""1-888-566-3686, 1-513-378-9122""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6354/2021-cirrus-sr20
"2021 Cirrus SR20 G6","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6365/2021-cirrus-sr20
"2021 Pilatus PC-12/47E NGX","Skytech, Inc","""8033665108, 8034933998""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6377/2021-pilatus-pc-12
"2022 Cirrus SR22 G6 GTS","Lone Mountain Aircraft","""1-888-566-3686, 1-630-487-1480""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6311/2022-cirrus-sr22
"2022 Piper M600SLS","Western Aircraft","""208-338-1873, 540-987-0828""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6313/2022-piper-m600
"2022 Gulfstream G280","Mesinger Jet Sales","""+1 303.444.6766, +1 303.588.5728""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6318/2022-gulfstream-g280
"2022 Cessna Citation M2","Lone Mountain Aircraft","""1-888-566-3686, 1-630-414-1293""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6358/2022-cessna-citation-m2
"2022 Bombardier Global 7500",JetTransactions,"""+1 949.439.8663""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4865/2022-bombardier-global-7500
"2022 Cessna Citation M2 GEN2","Eagle Aviation","""336-406-6947""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5472/2022-cessna-citation-m2
"2022 Cessna Citation M2 GEN2","CFS Jets","""+1 704.359.0007, +1 704.936.8195""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5520/2022-cessna-citation-m2
"2022 Pilatus PC-24","Atlas Air Service AG","""+49 42153658712, +49 15222804649""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5698/2022-pilatus-pc-24
"2022 Bombardier Global 7500","CFS Jets","""704-359-0007, 704-363-8357""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5880/2022-bombardier-global-7500
"2022 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6017/2022-cirrus-sr22t
"2022 Cirrus SR20","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6070/2022-cirrus-sr20
"2022 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6078/2022-cirrus-sr22t
"2022 Cirrus SR22 G6 GTS","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6104/2022-cirrus-sr22
"2022 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6138/2022-cirrus-sr22t
"2022 Gulfstream G650ER",OGARAJETS,"""404-345-4731""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6148/2022-gulfstream-g650er
"2022 Piper M600SLS","Skytech, Inc","""+1 410.876.0353, +1 401.363.5007""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6189/2022-piper-m600
"2022 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6266/2022-cirrus-sr22t
"2023 Cirrus SR22 G6 GTS",JETAVIVA,"""608-770-7728""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6149/2023-cirrus-sr22
"2023 Piper M600SLS","Western Aircraft","""208-338-1873, 540-987-0828""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6159/2023-piper-m600
"2023 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6198/2023-cirrus-sr22t
"2023 Cessna Citation Longitude","Textron Aviation","""+61 428 045 076""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6207/2023-cessna-citation-longitude
"2023 Cessna Citation CJ4GEN2",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6261/2023-cessna-citation-cj4
"2023 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""+1 937.689.6586""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6267/2023-cirrus-sr22t
"2023 Cirrus SR22 G6 GTS","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6278/2023-cirrus-sr22
"2023 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6279/2023-cirrus-sr22t
"2023 Cirrus SR20 G6","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5827/2023-cirrus-sr20
"2023 Cirrus SR22 G6 GTS","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5863/2023-cirrus-sr22
"2023 Cirrus SR22T G6","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5910/2023-cirrus-sr22t
"2023 Cessna Citation CJ3+","Textron Aviation","""316.517.2397, 316.708.5375""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6288/2023-cessna-citation-cj3
"2023 Cirrus SR22 GTS","Lone Mountain Aircraft","""1-888-566-3686, 1-630-487-1480""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6308/2023-cirrus-sr22-gts
"2023 Pilatus PC-12/47E NGX","Oriens Aviation","""+44 1959.573106, +44 7931.653056""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6337/2023-pilatus-pc-12
"2023 Pilatus PC-12/47E NGX","CFS Jets","""704-359-0007, 865-591-2104""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6344/2023-pilatus-pc-12
"2023 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6346/2023-cirrus-sr22t
"2023 Beechcraft King Air 360","Textron Aviation","""316-517-8235, 316-350-5818""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6356/2023-beechcraft-king-air-360
"2023 Agusta AW119 Koala","Southern Cross Aircraft, LLC","""+1 954.377.0303, +1 954.591.4490""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5957/2023-agusta-aw119-koala
"2023 Honda HondaJet Elite II","Honda Aircraft Company","""336-814-7283""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5962/2023-honda-hondajet-elite-ii
"2023 Honda HondaJet Elite II","Honda Aircraft Company","""336-814-7283""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6010/2023-honda-hondajet-elite-ii
"2023 Cirrus SR20 G6","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6063/2023-cirrus-sr20
"2023 Embraer Phenom 100EV","Avpro, Inc.","""410-573-1515, 443-994-0533""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6092/2023-embraer-phenom-100ev
"2023 Cirrus Vision Jet","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6103/2023-cirrus-vision-jet
"2023 Cessna Citation CJ4GEN2","Textron Aviation","""+61 428 045 076""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6116/2023-cessna-citation-cj4
"2024 Embraer Praetor 600","Holstein Aviation, Inc","""3178159403, 6064935786""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5955/2024-embraer-praetor-600
"2024 Cessna Citation M2 GEN2","Textron Aviation","""316-517-8235, 316-350-5818""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6331/2024-cessna-citation-m2
"2024 Cessna Citation Latitude","QS Partners","""614 824 7866""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6382/2024-cessna-citation-latitude
"2024 Airbus Helicopter H125","Jetsetter Business Jets","""+972.54.977.3890""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6127/2024-airbus-helicopter-h125
